asin,sentence,helpful,main_image_url,product_title
0451414047,"Since hen, she has been within my favorite singers in English and Spanish.",1.0,http://ecx.images-amazon.com/images/I/51kOlFQ7DpL.jpg,"To Selena, with Love"
B00DPKQ60A,vocal range - and Grande's not so Grande... !,1.3,http://ecx.images-amazon.com/images/I/61gkJ76UizL.jpg,Yours Truly
B008FSCNTK,"Glad Rag Doll is a big disappointment, both as a recording and in live performance.",1.3,http://ecx.images-amazon.com/images/I/71YGLpEIXnL.jpg,Glad Rag Doll
B006KD37TC,disappointing quality control.,1.2,http://ecx.images-amazon.com/images/I/81H1IKyze2L.jpg,Wi-Fi Music Player with 3.5-Inch Color Display
B00KU9LQUO,New York adds more choices to the game in the form of the board and tokens to put on it.,1.3,http://ecx.images-amazon.com/images/I/91H7TLUPYqL.jpg,King of New York Board Game
B000002KB8,"\"The opening song, \"\"Black Sabbath\"\" was a harbinger of the direction this group's direction musically & lyrically.\"",1.3,http://ecx.images-amazon.com/images/I/81K4W71c38L.jpg,Black Sabbath
0790731886,I am very happy with this purchase!,1.3,http://ecx.images-amazon.com/images/I/91I6ZbfQl3L.jpg,Arthur (1981)
B00005LEOH,Im an avid photographer and if you appreciate beautiful pictures and would like to take them yourself occasionally,1.3,http://ecx.images-amazon.com/images/I/81zDW+9iIQL.jpg,Nikon 80-200mm f/2.8D ED AF Zoom Nikkor Lens for Nikon Digital SLR Cameras
B0007U00XK,The ONLY thing that I notice is that somewhat bugs me is that there is no AF/M switch and that the lens hood comes off very easily.,1.8,http://ecx.images-amazon.com/images/I/413Fhglwy8L.jpg,Sigma 10-20mm f/4-5.6 EX DC HSM Lens
0553391135,A young woman comes to Jo Marie's inn planning to meet an internet love for the first time.,1.2,http://ecx.images-amazon.com/images/I/517vIw4438L.jpg,Love Letters: A Rose Harbor Novel
B000002KB8,"The two songs on this record that deal with anything occult are, in my opinion, a warning against it.",1.2,http://ecx.images-amazon.com/images/I/81K4W71c38L.jpg,Black Sabbath
B00000FCBH,"\"Although some songs in my mind(ie: heartz of men), don't belong in the \"\"Greatest Hits\"\" catergory","the good outweighs\"",1.6,http://ecx.images-amazon.com/images/I/51iQ7z1W0jL.jpg
B001SEQPGK,I was weary about buying a Sony because of memory card prices and capability.,1.0,http://ecx.images-amazon.com/images/I/71KLvmtcN9L.jpg,Sony Cyber-shot DSC-W290 12 MP Digital Camera with 5x Optical Zoom and Super Steady Shot Image Stabilization
B00000F1D3,"\"This fantastic incredibly well done album includes top 10 singles \"\"Believe\"\" and \"\"Strong Enough\"\" and the top 40 singles \"\"All Or Nothing\"\" and \"\"Dove la more\"\"\"",1.6,http://ecx.images-amazon.com/images/I/41H0Y95GM1L.jpg,Believe
B0061ZFWBU,My 3 and a half year old son loves these new headphones.,1.2,http://ecx.images-amazon.com/images/I/61HR6WxXX1L.jpg,Connectland Stereo Wired Headphone & Microphone Lightweight 40mm Speaker Music Gaming Stylish Teal CL-AUD63035
B0019FHM9M,I am happy with the service I received..,1.4,http://ecx.images-amazon.com/images/I/41naHn2FKWL.jpg,"Lowpricenice MH2001 5-in-1 Wireless Headphones w/Microphone Emitter & FM Radio - Listen to Music, Chat Online & Monitor Other Rooms!"
B00000J0JF,Superb game for 1-4 players.,1.6,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B001196MG0,I have a luxury suv truck and it isn't the most convenient for carrying large equipment.,1.0,http://ecx.images-amazon.com/images/I/11+6ow0DIwL.jpg,"Savage 107X12-1 Seamless Background Paper, 107-Inch x 12 Yards - Super White"
B000002KB8,"I found it in my Uncles room and that was that, I was a rock and roller from there on out.",0.9,http://ecx.images-amazon.com/images/I/81K4W71c38L.jpg,Black Sabbath
B00B0DWB62,and we realized the problem.,0.3,http://ecx.images-amazon.com/images/I/817iEr0lwtL.jpg,Little Tikes Anchors Away Pirate Ship Water Play Table
B0065WM4PQ,Amazing love it as advertised and does cover the whole ceiling when positioned towards the middle of the room ..,1.3,http://ecx.images-amazon.com/images/I/512ieI1PQJL.jpg,Romantic Ocean Daren Sea Waves Projector Lamp MP3 iPhone Speaker LED Night Light (Blue)
B0093IZSGG,Speaker3 STARShttp://amzn.to/1FPELoT-,0.2,http://ecx.images-amazon.com/images/I/71jnxWu7JZL.jpg,Philips SoundShooter Wireless Bluetooth Portable Speaker
0670012335,"His Mama repairs Fuzzy, but warns Llama that he won't be playing with Fuzzy, until he decides to share.",0.7,http://ecx.images-amazon.com/images/I/A1ks6FGtr0L.jpg,Llama Llama Time to Share
B000W7F5SS,The name itself can mean 'painful offense.',1.0,http://ecx.images-amazon.com/images/I/91E7TPDbSfL.jpg,Harry Potter and the Order of the Phoenix (Widescreen Edition)
B00AR1G3FS,"Fantastic music, awesome sound mix, crystal clear picture..",1.8,http://ecx.images-amazon.com/images/I/71EOyWgfeqL.jpg,Farewell Live From Melbourne [Blu-ray]
B00000J0JF,"I bought this game to gift to my sister, who is a big game player and has a youngster.",0.9,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B002NKM4C2,I chose the Toslink digital optical connection.,0.8,http://ecx.images-amazon.com/images/I/71sr3IboLOL.jpg,Yamaha CD-C600BL 5-Disc CD Changer (Black)
B00004RD54,I have owned this album on vinyl for [gulp!]over 25 years.,0.6,http://ecx.images-amazon.com/images/I/71eihBGDpML.jpg,Rock 'n' Roll Animal (Live)
B0018QROM2,Kept Onkyo subwoofer; seems to do well with everything.,1.4,http://ecx.images-amazon.com/images/I/51f7PG9wHNL.jpg,Polk Audio CS10 Center Channel Speaker Single
B00000FCBH,every song on this album is banging go out and buy it now.,1.4,http://ecx.images-amazon.com/images/I/51iQ7z1W0jL.jpg,2Pac Greatest Hits
B00000J0JF,"If you like challenges, you'll love this game.",1.2,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
0671015206,"It makes sense after Stanley and Danko explain it, but it was still surprising that they tell them to be Accountants, Dentists, Lawyers, Doctors, etc.",1.1,http://ecx.images-amazon.com/images/I/81U+NbG9TqL.jpg,The Millionaire Next Door
B00BPEJX12,Starts off very slowly and picks up at the middle and the end.,1.2,http://ecx.images-amazon.com/images/I/81jxyrC7rEL.jpg,The World's End [Blu-ray]
B00B0DWB62,"My child likes to play with it, putting his other toys in and playing with all the moving bits.",1.3,http://ecx.images-amazon.com/images/I/817iEr0lwtL.jpg,Little Tikes Anchors Away Pirate Ship Water Play Table
B00C30FCUI,This item was sent to me in return for an honest review.,0.9,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
076362344X,We enjoy reading this book.,1.1,http://ecx.images-amazon.com/images/I/41FcN69t78L.jpg,Ish (Creatrilogy)
B00DPKQ60A,its amazing how fast she's blown up in just 4 months.,0.8,http://ecx.images-amazon.com/images/I/61gkJ76UizL.jpg,Yours Truly
B008MPKAPK,I don't know if it is the area that I live in or what.,0.3,http://ecx.images-amazon.com/images/I/416jPdinWNL.jpg,"Kaito KA321 Pocket-size 10-Band AM/FM Shortwave Radio with DSP (Digital Signal Processing), Black"
B0001WE6U2,"There isn't really much else to say, the quality is 'good'",1.2,http://ecx.images-amazon.com/images/I/71Y5cye6RCL.jpg,Nikon HB-32 Flower Type Lens Shade for 18-70mm DX Nikkor Lens
B00004RD54,"But if you like him, this is a great example of one part of the musical journey this crazed artist has been on.",1.4,http://ecx.images-amazon.com/images/I/71eihBGDpML.jpg,Rock 'n' Roll Animal (Live)
B00C30FCUI,"I had a pair for a few months, but they fell apart",1.0,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B00062RV18,Received absolutely different product ...no pluto in here...and looking different,1.3,http://ecx.images-amazon.com/images/I/71Kebi5JlZL.jpg,Educational Insights GeoSafari Motorized Solar System
B008FSCNTK,"virtually unknown jazz album \"\"",0.7,http://ecx.images-amazon.com/images/I/71YGLpEIXnL.jpg,Glad Rag Doll
B001NESPHC,She has such a sultry voice and songs on the disc for every mood.,1.3,http://ecx.images-amazon.com/images/I/51czCy04hwL.jpg,My One And Only Thrill
B00C30FCUI,and I think the wood really makes a difference.,1.2,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B000002KB8,"The track boasts some violently distorted guitars, stomping rhythms, and lyrics that sow the seeds for heavy metal's fascination with Satanism and the occult.",1.3,http://ecx.images-amazon.com/images/I/81K4W71c38L.jpg,Black Sabbath
B00NAPJ8DM,and I'm pretty happy that everyone in my house gets to build a house now,1.2,http://ecx.images-amazon.com/images/I/51iuUDn1osL.jpg,Building Bricks - 1000 pc Bulk Blocks w 54 Roof Pieces and Better Variety - Tight Fit with All Brands
B0018QROM2,"For the record, I'm an average music listener.",1.2,http://ecx.images-amazon.com/images/I/51f7PG9wHNL.jpg,Polk Audio CS10 Center Channel Speaker Single
0375703764,"Danielewski was breaking, but at other times longing for a more conventional, satisfying structure.",1.4,http://ecx.images-amazon.com/images/I/810pcXb+l3L.jpg,House of Leaves
B00000F1D3,Let's see how many of you are still buying Celine and  Fastball and any Britney NEW RELEASES in 2035.,0.6,http://ecx.images-amazon.com/images/I/41H0Y95GM1L.jpg,Believe
B0006ZOV5E,"Take a deep breth, listen to the samples from this delicately powerful CD, and the gentle, persuasive power of this Texan quintet will get you smirking and singing along before you know it.",1.5,http://ecx.images-amazon.com/images/I/81nhkvWohBL.jpg,Room Noises
076362344X,"\"I love sharing this books with visually creative types who sometimes find it difficult to articulate their frustration with folks who insist on objective \"\"truth\"\" in representation.\"",1.5,http://ecx.images-amazon.com/images/I/41FcN69t78L.jpg,Ish (Creatrilogy)
B0019FHM9M,Honestly I never used it.,0.4,http://ecx.images-amazon.com/images/I/41naHn2FKWL.jpg,"Lowpricenice MH2001 5-in-1 Wireless Headphones w/Microphone Emitter & FM Radio - Listen to Music, Chat Online & Monitor Other Rooms!"
B00CKH9URU,"(hence docking it a star), and probably not the best sword for actual play combat as I'm worried that repeated blows may damage the electronics.",1.3,http://ecx.images-amazon.com/images/I/7178tVWycxL.jpg,Max Steel Interactive Steel with Turbo Sword
B00007E7K9,With the longer lenses they tend to hang lens down anyway (go with the flow!),1.7,http://ecx.images-amazon.com/images/I/71roIYPgROL.jpg,Canon Zoom Pack 1000 for Elan and Rebel Series Cameras -Holster Style
B0017O3UHI,A few days ago one of the Lexington channels converted to digital.,0.7,http://ecx.images-amazon.com/images/I/61k4i1jeQFL.jpg,Antennas Direct C2 ClearStream Television Antenna
B0010K8IM6,"I HIGHLY RECOMMEND this amp for DJ's just starting or Pros, home use or to be just like me the loudest house on my street.",1.9,http://ecx.images-amazon.com/images/I/61veTElGitL.jpg,"Pyle 3000 Watt Premium Home Audio Power Amplifier - Portable 4 Channel Surround Sound Stereo Receiver w/ Speaker Selector & Remote - For Amplified TV, Subwoofer Speakers, Theater & PA System - PT3300"
B00ITOAYOQ,was a gift and he loved it,0.9,http://ecx.images-amazon.com/images/I/81RlNgh7ceL.jpg,"Nickelodeon, Paw Patrol - Ryder's Rescue ATV, Vehicle and Figure (works with Paw Patroller)"
0399157867,I particularly liked her characters in this book and their intertwining lives.,1.2,http://ecx.images-amazon.com/images/I/81YrIbqV3OL.jpg,V is for Vengeance: A Kinsey Millhone Novel
0451232852,"Storytelling and reality are blended in such a way that you can feel as though you are in the midst of the joys and sacrifices, beliefs and daily lives of those times.",1.5,http://ecx.images-amazon.com/images/I/91zB9X+jhwL.jpg,Fall of Giants: Book One of the Century Trilogy
0451232852,But there is a paragraph toward the end about Maud that made me laugh out loud,1.1,http://ecx.images-amazon.com/images/I/91zB9X+jhwL.jpg,Fall of Giants: Book One of the Century Trilogy
B00C30FCUI,I am pleased with my purchase of the genuine wood,1.1,http://ecx.images-amazon.com/images/I/416HU0yr35L.jpg,Symphonized NRG Premium Genuine Wood In-ear Noise-isolating Headphones|Earbuds|Earphones with Microphone (Black)
B00DPKQ60A,CAN'T WAIT FOR THE NEXT ALBUM.,1.3,http://ecx.images-amazon.com/images/I/61gkJ76UizL.jpg,Yours Truly
B00005LEOH,"Overall one of my favorite Nikon lenses, first the downside, it is somewhat soft at close distance and 200mm f2.8, it gets really sharp at f5.6.",1.9,http://ecx.images-amazon.com/images/I/81zDW+9iIQL.jpg,Nikon 80-200mm f/2.8D ED AF Zoom Nikkor Lens for Nikon Digital SLR Cameras
B0093IZSGG,I bought this small bomb two/three years about from a department store for about $10.,1.2,http://ecx.images-amazon.com/images/I/71jnxWu7JZL.jpg,Philips SoundShooter Wireless Bluetooth Portable Speaker
B00000J0JF,"Easy to learn, fun for ages 6",1.7,http://ecx.images-amazon.com/images/I/A1uDIngqMDL.jpg,Ravensburger Labyrinth
B000W7F5SS,Harry and the rest of the students are growing up.,1.0,http://ecx.images-amazon.com/images/I/91E7TPDbSfL.jpg,Harry Potter and the Order of the Phoenix (Widescreen Edition)
B0000DZTIW,basically all his best ideas from previous work to create his best piece for a long time.,0.9,http://ecx.images-amazon.com/images/I/71-BdYl9vzL.jpg,The Last Samurai
B007R3AZNK,we have a few of this music.,0.5,http://ecx.images-amazon.com/images/I/71T0MOGDaiL.jpg,Driving Towards The Daylight
B006KD37TC,Google and Apple already provide such options so not essential for me.,1.0,http://ecx.images-amazon.com/images/I/81H1IKyze2L.jpg,Wi-Fi Music Player with 3.5-Inch Color Display
B001K5UQX0,"But at one-tenth of the price, there's little to complain about.",1.2,http://ecx.images-amazon.com/images/I/51I+oONHYKL.jpg,"Opteka 0.20X Professional Super AF Fisheye Lens for Nikon D4s, D4, D3x, Df, D810, D800, D750, D610, D600, D7200, D7100, D7000, D5500, D5300, D5200, D5100, D3300, D3200 and D3100 Digital SLR Cameras"
B00007E7K9,Really appreciate the velcro top opening closure,1.1,http://ecx.images-amazon.com/images/I/71roIYPgROL.jpg,Canon Zoom Pack 1000 for Elan and Rebel Series Cameras -Holster Style
B004BFVKSQ,"and since she lately is into rapunzel, i choose this one.",0.7,http://ecx.images-amazon.com/images/I/912HI5VFelL.jpg,My First Disney Princess Disney Toddler Rapunzel
B0061ZFWBU,He put them right on and has worn them with no problem ever since.,1.4,http://ecx.images-amazon.com/images/I/61HR6WxXX1L.jpg,Connectland Stereo Wired Headphone & Microphone Lightweight 40mm Speaker Music Gaming Stylish Teal CL-AUD63035
B002JSM3KQ,This version is like the one I had as a child.,0.7,http://ecx.images-amazon.com/images/I/915NTWZUtjL.jpg,Monopoly Board Game The Classic Edition
B003G9ZQQA,"I enjoyed it so much I decided to find a quality set of my own, so thought I found that in this set.",1.5,http://ecx.images-amazon.com/images/I/71UfDbZMb9L.jpg,Mexican Train Dominoes
B000BN8Y2W,not the thin plastic type.,0.8,http://ecx.images-amazon.com/images/I/71GMzHZOTDL.jpg,Jr. Fire Fighter Suit with embroidered Cap
B0002MQGR2,At least they refund me for the missing item.,0.6,http://ecx.images-amazon.com/images/I/41UpOLPeBxL.jpg,Optical Splitter
B00L5LDWP8,It's just that I thought it was at least big enough for my son to pull around the house.,1.1,http://ecx.images-amazon.com/images/I/81JsQZ4OynL.jpg,Radio Flyer Little Toy Wagon
B00L5LDWP8,This is ok if your child is happy to pull their toys or tools around.,1.3,http://ecx.images-amazon.com/images/I/81JsQZ4OynL.jpg,Radio Flyer Little Toy Wagon
B00081NX5U,But for listening to music and sports in the back yard they work just fine.,2.0,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
B00005LEOH,"At this pricepoint, it's almost impossible to pass up.",1.6,http://ecx.images-amazon.com/images/I/81zDW+9iIQL.jpg,Nikon 80-200mm f/2.8D ED AF Zoom Nikkor Lens for Nikon Digital SLR Cameras
B000002GJH,It IS a classic and always will be.,1.3,http://ecx.images-amazon.com/images/I/518P0F1DBGL.jpg,Temple Of The Dog
B008CQVSXC,"the way, I only brought Apple into my review because on Beats website it now states that you are to contact Apple for any help",0.8,http://ecx.images-amazon.com/images/I/71rAqOHdXEL.jpg,urBeats In-Ear Headphone - White
B00023GGHQ,I've loved Mr Kline since I saw him in Pirates of Penzance,1.0,http://ecx.images-amazon.com/images/I/71wSUy+VP5L.jpg,De-Lovely
B0002MQGR2,One reviewer says that his optical cable just falls out of the switch.,1.0,http://ecx.images-amazon.com/images/I/41UpOLPeBxL.jpg,Optical Splitter
B0019FHM9M,"NO Good, CHEAP, A BIG DISAPPOINTMENT",1.7,http://ecx.images-amazon.com/images/I/41naHn2FKWL.jpg,"Lowpricenice MH2001 5-in-1 Wireless Headphones w/Microphone Emitter & FM Radio - Listen to Music, Chat Online & Monitor Other Rooms!"
B00081NX5U,Are they going to blast you off into the stratosphere?,0.7,http://ecx.images-amazon.com/images/I/51GQZT32D9L.jpg,iPod Detachable Receiver 7
